[0.0:2.0]  DISH
[7045.02:7046.02]  Como é que tu crise conteúdo?
[7046.02:7048.02]  E teragem com o chat, entendeu?
[7048.02:7049.02]  Isso vai surgindo as paradas.
[7049.02:7050.02]  Exatamente, vai surgindo.
[7050.02:7051.02]  Então, tipo assim, por exemplo,
[7051.02:7052.02]  você precisa de aquele...
[7052.02:7053.02]  Você corre a sua vincente.
[7053.02:7054.02]  Uh-huh.
[7054.02:7055.02]  O real, lado cruzinho.
[7055.02:7056.02]  O cara me ganhou.
[7056.02:7058.02]  Então, eu falei assim, porra,
[7058.02:7059.02]  bora fazer uma live junto aí, pô.
[7059.02:7061.02]  Bora fazer uma live junto, o cara topou,
[7061.02:7062.02]  eu fiz uma live com ele.
[7062.02:7064.02]  Obrigado, eu falo em inglês rasgando em inglês,
[7064.02:7065.02]  que me engolha muito bom.
[7065.02:7066.02]  É, é, é, é.
[7066.02:7067.02]  Obrigado.
[7067.02:7068.02]  E foi, foi, foi,
[7068.02:7070.02]  fiz a parada, deixei ali até chamar um tradutor,
[7070.02:7072.02]  um amigo meu, assim, pra ficar no celular,
[7072.02:7074.02]  tipo assim, no ouvido traduzindo,
[7074.02:7076.02]  tava no tempo real, o botinar pode desim.
[7076.02:7077.02]  Consegui fazer a live.
[7077.02:7079.02]  Mas daí a galera clipe, pega esse clipe,
[7079.02:7080.02]  e joga no canal secundária,
[7080.02:7081.02]  a parada da dira, pra cá.
[7081.02:7082.02]  Hahaha.
[7082.02:7084.02]  Então, é por isso meu, entendeu, galera?
[7084.02:7085.02]  É por isso meu.
[7085.02:7086.02]  É por isso meu.
[7086.02:7087.02]  Live paga muito mais do que,
[7087.02:7089.02]  do que vídeo normal, cara, do que vídeo no YouTube.
[7089.02:7090.02]  Live paga muito,
[7090.02:7092.02]  na prática que muito YouTuber larga,
[7092.02:7093.02]  e o YouTube a fazer live.
[7093.02:7096.02]  A gente tá falando de todo, de um jeito de ganhar dinheiro na live.
[7096.02:7098.02]  É necessariamente ficar esperando ganhar dinheiro.
[7098.02:7100.02]  Não é porque a live tem muitas outras,
[7100.02:7102.02]  eh, rendas, cara.
[7102.02:7103.02]  Um, um.
[7103.02:7104.02]  O YouTube é só de sensi.
[7104.02:7106.02]  As live tem donate, tem uma de sensi da,
[7106.02:7107.02]  da Twitter, tem uma de sensi da YouTube,
[7107.02:7109.02]  tem os vídeos cortem, tudo, entendeu?
[7109.02:7111.02]  Então, eu comecei a fazer, eu comecei a pegar,
[7111.02:7113.02]  eu comecei a fazer, claro, que não vou,
[7113.02:7114.02]  tipo assim, eu não tenho uma brisa de nossa,
[7114.02:7116.02]  que tá pagando muito, eu vou fazer um parado que eu não quero.
[7116.02:7117.02]  Eu não vou fazer isso.
[7117.02:7119.02]  Eu deu pra mais, por mais, se você tá pagando muito,
[7119.02:7120.02]  você tá aqui, tipo assim,
[7120.02:7121.02]  tá ligado.
[7122.02:7125.02]  Mas eu peguei gosto, tipo, cria uma comunidade,
[7125.02:7126.02]  ali, fico com uma galera conversando,
[7126.02:7127.02]  então agora eu tô fazendo,
[7127.02:7129.02]  porque eu peguei gosto mesmo, tô fazendo tudo o dia.
[7129.02:7131.02]  Eu parado, não tá girando muito.
[7133.02:7135.02]  Mas eu tô fazendo, eu peguei gosto, tô gostando,
[7135.02:7136.02]  então eu vou fazer pelo bom.
[7136.02:7141.02]  E se você tem, primeiro que não é o teu principal,
[7141.02:7142.02]  a tua principal barana.
[7142.02:7144.02]  Não, não, eu vou ficar assim, o para mim é o fé,
[7144.02:7145.02]  o que eu YouTube mesmo, entendeu?
[7145.02:7146.02]  Pois é, eu faço.
[7146.02:7148.02]  Então, o fato de você saber,
[7148.02:7151.02]  você que não tem um aspecto ativa é baixa,
[7151.02:7152.02]  ele vai te ficar meu hobby.
[7152.02:7155.02]  E me ajuda a eu criar conteúdo também,
[7155.02:7156.02]  ganhei uma granidade, outro jeito,
[7156.02:7159.02]  que não necessariamente uma live com milhões de pessoas exigendo.
[7159.02:7160.02]  É, mas vai crescendo, cara.
[7160.02:7162.02]  Vai crescer a mente, é verdade.
[7162.02:7164.02]  Vou tropelar o Kazimiro, bolho, vai aí.
[7164.02:7166.02]  Ele vai ficar de cheiré, que é o Kazimiro, cara.
[7166.02:7167.02]  Bolho vai ficar tão triste.
[7167.02:7168.02]  Será que existe?
[7168.02:7169.02]  Ó, teve um momento.
[7169.02:7170.02]  Vai ficar triste pra caramba.
[7170.02:7172.02]  Ele vai molhar assim, ó, o que fé,
[7172.02:7173.02]  que eu tô bem, eu vou olhar...
[7173.02:7174.02]  Oi, Kazimiro, tudo bem?
[7175.02:7176.02]  Só competir, vou me sentir.
[7176.02:7177.02]  Só competir, vou me sentir.
[7177.02:7179.02]  Não é nada, só bastante ficar jogando
[7179.02:7180.02]  de alguém que não tem que lutar pra mim.
[7180.02:7182.02]  Não, não é um objetivo, não é um esponha fazer.
[7182.02:7183.02]  Tá bom.
[7183.02:7184.02]  Um pito pra caramba.
[7184.02:7186.02]  Todo dia, eu fico olhando, sei de casa,
[7186.02:7187.02]  e não vou ver se eu tô passando.
[7187.02:7188.02]  Não tô passando, não é um pouco.
[7188.02:7189.02]  Tem que trabalhar mais ou menos.
[7189.02:7190.02]  Tá, zero porcento.
[7190.02:7191.02]  Pois é.
[7191.02:7194.02]  Mas, porra, menos, acho que tem o jeito que o...
[7194.02:7197.02]  que o mercur... que a internet, né, que a...
[7197.02:7199.02]  Criação de conteúdo está se desenvolvendo,
[7199.02:7201.02]  é um jeito mais segmentado mesmo.
[7201.02:7204.02]  Tem uns cara fazendo conteúdo separados,
[7204.02:7206.02]  não necessariamente a ideia do maior,
[7206.02:7209.02]  é... é...
[7209.02:7211.02]  o selamétrico, usar essa merro-casinho,
[7211.02:7213.02]  fazer o maior de tudo, mas ele tá fazendo um bagulho muito específico.
[7213.02:7214.02]  Ah, sim.
[7214.02:7215.02]  Ah, sim.
[7215.02:7216.02]  Tá bom.
[7216.02:7218.02]  É live hoje, eu sinto que a celebridade hoje,
[7218.02:7221.02]  ou é live, ou é estrinho, ou é TikTok,
[7221.02:7223.02]  que a celebridade hoje do Brasil,
[7223.02:7225.02]  antes era YouTube, era Cuxiello,
[7225.02:7228.02]  era quem mais, era Winderson,
[7228.02:7230.02]  hoje você vê que um castanheiro,
[7230.02:7232.02]  o cara tem muita mais dificuldade pra lançar um vídeo
[7232.02:7234.02]  e explodir do que tinha antes, cara.
[7234.02:7236.02]  Porque a galera tá em outros veículos mesmo.
[7236.02:7238.02]  A galera tá no TikTok, a galera tá no Instagram,
[7238.02:7241.02]  a galera tá na... tipo assim, tem muita gente na Twitch também,
[7241.02:7243.02]  eregado, tá muito mais dividido hoje.
[7243.02:7246.02]  Hoje não é mais o YouTuber, na minha visão assim.
[7246.02:7249.02]  Hoje o streamer, ele chega a ser mais forte do que o YouTuber hoje.
[7249.02:7252.02]  Porque o streamer, ele engloba muito mais corte
[7252.02:7254.02]  e clipe, que é onde a galera tá.
[7254.02:7256.02]  A galera tá no rio, a galera tá no shorts,
[7256.02:7259.02]  o YouTube, a galera tá no Instagram, a galera tá no TikTok.
[7259.02:7261.02]  E o streamer, ele vai gerar muito mais clipe
[7261.02:7264.02]  do que uma galera que faz vídeo pro YouTube fechado,
[7264.02:7266.02]  com o roteiro e com o castanheiro assim.
[7266.02:7267.02]  Cara, ultimamente,
[7267.02:7270.02]  você consegue pensar em alguma coisa que tem o certo na internet,
[7270.02:7272.02]  sem ter dado certo no vídeo curto.
[7272.02:7273.02]  Não.
[7273.02:7275.02]  No que dá certo na internet, dá certo na vídeo curto.
[7275.02:7278.02]  Exatamente, caramba, não tem um vídeo no YouTube bombado.
[7278.02:7280.02]  E é muito interessante que você tá falando...
[7280.02:7282.02]  É assim, você criou o TikTok pocoite
[7282.02:7284.02]  de você fazer...
[7284.02:7287.02]  Tem pouco tempo, você quer que ele não pague a gente PC.
[7287.02:7288.02]  Pra fazer a gente PC.
[7288.02:7291.02]  Então, e é assim, é uma noção que você tem que...
[7291.02:7293.02]  Cara, vídeo curto, porra, a gente que tá aqui,
[7293.02:7294.02]  é o principal bato de plato de fome.
[7294.02:7296.02]  Não, eu percebi isso há muito tempo,
[7296.02:7298.02]  quando começou, ele se encarava, fudeu.
[7298.02:7300.02]  Tem até um momento que eu fiquei com depressão assim.
[7300.02:7301.02]  É uma depressão, é melancolia.
[7301.02:7302.02]  Ela fudeu, acabou vídeo longo.
[7302.02:7304.02]  A parada mudou mesmo.
[7304.02:7306.02]  Vídeo curto vai arrombar geral.
[7306.02:7308.02]  Mas até você perceber que dá pra dar a pital
[7308.02:7310.02]  o teu conteúdo pra provo de curso.
[7310.02:7313.02]  E deu a adaptidade, assim, hoje eu posto o cordes,
[7313.02:7314.02]  eu tenho uma galerinha que possa acordes,
[7314.02:7316.02]  eu pago uma galerinha pra postar acordes,
[7316.02:7318.02]  e tudo mais, tem uma galerogânica também que posta,
[7318.02:7320.02]  tem uma galerogada das live, que pega uns cores,
[7320.02:7322.02]  pega uns clips, tem um felca live,
[7322.02:7323.02]  tem um Instagram, de crescendo,
[7323.02:7324.02]  e tudo mais, tá crescendo.
[7324.02:7326.02]  Eu entendo que o shorts, o shorts, cara,
[7326.02:7327.02]  é onde a galerogada tá.
[7327.02:7330.02]  E eu não é julgando as pessoas que estão no córs
[7330.02:7331.02]  e deixe ver vídeo longo.
[7331.02:7334.02]  Não tem essa coisa medir o Uber versus Taxi,
[7334.02:7335.02]  tem nada.
[7335.02:7336.02]  Eu tenho uma parada de mano.
[7336.02:7337.02]  Eu sei, porque...
[7337.02:7339.02]  Não, eu conto o deitado,
[7339.02:7341.02]  eu não vou puxar um vídeo longo no YouTube.
[7341.02:7343.02]  Eu puxo o Instagram e fico no rio.
[7343.02:7345.02]  Só se eu sou assim, eu sou até assim também, porra.
[7345.02:7347.02]  Então tem que estar onde os outros estão, pregada.
[7347.02:7349.02]  Então tipo assim, por que que um podcast gira tanto?
[7349.02:7352.02]  A gente pensa que é muito por causa do podcast da live,
[7352.02:7355.02]  em cima, mas é muito mais por causa da galerogada que tá passando cortes.
[7355.02:7357.02]  E isso é uma coisa que eu, inclusive,
[7357.02:7359.02]  adimino muito vocês, porque vocês falam assim,
[7359.02:7361.02]  cara, pode postar o que vocês quiser,
[7361.02:7363.02]  pode fazer cortes, pode fazer paradas,
[7363.02:7365.02]  quiser fazer podcast, pode ser o que vocês quiser.
[7365.02:7366.02]  Tem gente que...
[7366.02:7368.02]  Eu acho que é muito errado, pessoal, com a gente isso, cara.
[7368.02:7369.02]  O protor de conteúdo que faz...
[7369.02:7370.02]  Não, outro colu, inverso.
[7370.02:7372.02]  O protor de conteúdo que faz o vídeo
[7372.02:7374.02]  e fala assim, não, ninguém pode replicar,
[7374.02:7376.02]  ninguém pode fazer, ninguém pode repostar,
[7376.02:7378.02]  porque perde uma indização,
[7378.02:7380.02]  deixa que a galera postar, você vai crescer,
[7380.02:7382.02]  em algum momento você vai voltar para o centro, entendeu?
[7382.02:7383.02]  Olha isso.
[7383.02:7386.02]  E é uma coisa que vocês fizeram e...
[7386.02:7388.02]  Tá ligado, girou pra cara, ali.
[7388.02:7392.02]  É uma coisa que todos vocês me mudaram,
[7392.02:7394.02]  pensamentos das pessoas, porque é o que você vai fazer,
[7394.02:7395.02]  porque você vai fazer isso, carinho, porra.
[7395.02:7397.02]  Porque eu tô ligado, tô ligado.
[7397.02:7398.02]  Tá ligado, como eu tô falando.
[7398.02:7400.02]  Porque a gente que fala assim, não, não posso.
[7400.02:7402.02]  O fazê vai deixar só que no meu canal,
[7402.02:7403.02]  não tira porra.
[7403.02:7405.02]  Eu penso diferente, posso se você quiser,
[7405.02:7406.02]  quiser fazer clip, meu, você quiser.
[7406.02:7408.02]  É tipo um altidor, grátis.
[7408.02:7409.02]  Exato, cara.
[7409.02:7411.02]  O cara grátis pra você, na real,
[7411.02:7412.02]  porque o cara tá ganhando dinheiro ali.
[7412.02:7417.02]  Então, a tua mensagem, ela tem o potencial de muito mais longe, né?
[7417.02:7418.02]  Cara, pra você ser um julso.
[7418.02:7421.02]  Eu não julgo a razão do cara que não deixa,
[7421.02:7423.02]  porque se eu já ouvi algumas razões,
[7423.02:7424.02]  tipo... Cara, essa de cabeça.
[7424.02:7425.02]  É isso.
[7425.02:7428.02]  Mas eu deixo o meu conteúdo,
[7428.02:7430.02]  porque é isso, cara.
[7430.02:7433.02]  A mensagem chega mais longe, muito mais longe, entendeu?
[7433.02:7436.02]  Mano, pra mim, o que foi na minha trajetória,
[7436.02:7438.02]  esse ante hoje, tipo, foi isso, cara.
[7438.02:7440.02]  A base da Virginia foi sempre o cento isso, cara.
[7440.02:7442.02]  Corte pra Caralho, fizeram o filtro meu do estroga.
[7442.02:7444.02]  A gente vai começar a vender camiseta,
[7444.02:7445.02]  a minha do Guadalhinha.
[7445.02:7446.02]  Você acha que eu fiquei chateado?
[7446.02:7448.02]  Não fiquei, cara, vem de esse que quiser, pô.
[7448.02:7449.02]  Vai ser que quiser, tipo assim,
[7449.02:7451.02]  algum momento, a galera vai ver meu rosto,
[7451.02:7453.02]  vai olhar aqui, tal vídeo lá,
[7453.02:7454.02]  e vai falar assim, caralho,
[7454.02:7456.02]  já vi esse cara na camiseta que eu vi no colégio.
[7456.02:7458.02]  Imagina, moleque, tá escolopana.
[7458.02:7461.02]  Imagina, moleque, te deu um soco na cara na escola,
[7461.02:7462.02]  vendo tu ali, mano?
[7462.02:7464.02]  Ah, é, cara, já aconteceu,
[7464.02:7466.02]  do um cara que fazia bullying pra Caralho,
[7466.02:7467.02]  chega a fazer um pouco,
[7467.02:7469.02]  da hora que você tá fazendo aí,
[7469.02:7470.02]  que você tá famoso,
[7470.02:7472.02]  aí que dá hora, mano, para bem,
[7472.02:7473.02]  esse palcoário me tratava com a merda.
[7473.02:7475.02]  Me isolava de tudo, me escuí de tudo,
[7475.02:7476.02]  me tratava com a merda,
[7476.02:7477.02]  nunca se entendeu a mão,
[7477.02:7479.02]  quando eu veio que eu estou na internet crescendo,
[7479.02:7480.02]  um pouco, da hora que tá acontecendo,
[7480.02:7481.02]  que dá hora que legal.
[7481.02:7482.02]  Eu não respondo.
[7482.02:7483.02]  Fudos.
[7483.02:7484.02]  Eu não trato mal,
[7484.02:7485.02]  não vou querer vingança.
[7485.02:7486.02]  Eu não vou querer vingança,
[7486.02:7487.02]  eu não vou mandar ele tomar no culo.
[7487.02:7488.02]  Só não quero...
[7488.02:7489.02]  Eu não vou rever lá,
[7489.02:7491.02]  só não quero se me enfudeu pra Caralho,
[7491.02:7492.02]  não fica de boa,
[7492.02:7493.02]  só não respondo,
[7493.02:7494.02]  porque tipo assim,
[7494.02:7495.02]  não tem comunicação com você,
[7495.02:7496.02]  porque eu sei o seu caráter,
[7496.02:7497.02]  porque tipo assim,
[7497.02:7499.02]  eu sei que, em um momento de fulmeiridade,
[7499.02:7500.02]  você vai começar a me trolar,
[7500.02:7501.02]  a triada.
[7501.02:7502.02]  Porque eu seria me trolo, porra.
[7502.02:7505.02]  Então, eu só não respondo a triada,
[7505.02:7506.02]  mas tipo assim, sem remorce,
[7506.02:7507.02]  sem nada, de mim,
[7507.02:7508.02]  eu inclusive sou grato,
[7508.02:7509.02]  porque eu penso que muito
[7509.02:7510.02]  da minha personalidade,
[7510.02:7511.02]  da minha cabeça veio,
[7511.02:7512.02]  porque eu sofri um,
[7512.02:7514.02]  um sofrimento meio,
[7514.02:7516.02]  é tipo assim, ali com um,
[7516.02:7518.02]  de uma exclusão, etc., etc., etc.,
[7518.02:7520.02]  e uma lucro de fucar,
[7520.02:7521.02]  ali, mané.
[7521.02:7523.02]  Ah, altas pessoas já veio falando assim,
[7523.02:7524.02]  você é,
[7524.02:7525.02]  segue frente aí,
[7525.02:7526.02]  mano, tá suave,
[7526.02:7527.02]  não fico com remorce,
[7527.02:7528.02]  nem quero fudeu o caro,
[7528.02:7529.02]  o caro tá suave,
[7529.02:7530.02]  às vezes o caro nem percebeu.
[7530.02:7532.02]  Eu tipo assim, quem bate,
[7532.02:7534.02]  não percebe, quem realmente
[7534.02:7535.02]  é a pã, entendeu?
[7535.02:7536.02]  às vezes o caro nem percebeu,
[7536.02:7537.02]  os caros chugam,
[7537.02:7538.02]  estão atrasando.
[7538.02:7539.02]  Mas sou uma parada,
[7539.02:7540.02]  o pancada mesmo,
[7540.02:7541.02]  quando eu falo,
[7541.02:7542.02]  não é tipo assim,
[7542.02:7543.02]  pô, foi um negócio assim,
[7543.02:7544.02]  não foi uma parada pancada,
[7544.02:7545.02]  eu tipo assim,
[7545.02:7546.02]  pegava pesado, vian.
[7546.02:7547.02]  Não, não, não, não,
[7547.02:7548.02]  tô entendi, não.
[7548.02:7549.02]  Por que chamava de vários cutucais trilas.
[7549.02:7551.02]  Não, não.
[7551.02:7552.02]  Não, tô rendo, pô.
[7552.02:7553.02]  Acho nada a ver essa coisa.
[7553.02:7554.02]  Nada a ver também,
[7554.02:7555.02]  com a sua auto,
[7555.02:7556.02]  pau de catamanga.
[7556.02:7558.02]  Pô, você tá rendo, pô.
[7558.02:7560.02]  Não vou ir mais.
[7560.02:7561.02]  Então, pára aí, pô.
[7561.02:7562.02]  Pau de catamanga, essa cara.
[7562.02:7563.02]  Pau de catamanga,
[7563.02:7564.02]  bede pra cá.
[7564.02:7566.02]  Não, picava chateado,
[7566.02:7567.02]  pausão de catamanga,
[7567.02:7568.02]  faz, pô.
[7568.02:7570.02]  Aí tu falava que aqui o pau de catamanga.
[7570.02:7572.02]  Então, píro ocudo também teve uma fase.
[7573.02:7575.02]  É porque eu era muito alto,
[7575.02:7576.02]  era aquela que começou a falar assim,
[7576.02:7577.02]  pouco antes de ser cá,
[7577.02:7579.02]  eu sou 45, caso é 55.
[7579.02:7580.02]  Eu sim, po, esse aí tem uma
[7580.02:7581.02]  associação com o tamanho do pau.
[7581.02:7583.02]  Mas eu já tinha de piro ocudo, não gostava, não.
[7583.02:7584.02]  Eu senti um olhado.
[7584.02:7587.02]  Assim, nossa, piro ocadere marcando,
[7587.02:7589.02]  a cara puxava assim,
[7589.02:7590.02]  pra dar uma brincada, né?
[7590.02:7592.02]  Puxava pau assim, marcando,
[7592.02:7594.02]  a cara já era piro ocudo, tá.
[7594.02:7596.02]  Eu não gostava, não, cara.
[7596.02:7597.02]  Entendi.
[7597.02:7598.02]  Entendi.
[7598.02:7599.02]  Pô, de roca longa, certo.
[7599.02:7600.02]  Só pedido.
[7600.02:7601.02]  Eu estava meio.
[7601.02:7602.02]  Só zoeiro.
[7602.02:7603.02]  Só zoeiro, eu penso que eu zoava.
[7603.02:7606.02]  Aí eu tendi, tendi.
[7606.02:7608.02]  Mas em algum momento o irofel que ficou tudo bem, né?
[7608.02:7609.02]  É, não.
[7609.02:7611.02]  Depois que sai do colégio acabou, né, cara.
[7611.02:7614.02]  Igual, eu vou falar uma coisa que eu não ia pesar.
[7614.02:7615.02]  Tem gente que me gosta, deixa.
[7615.02:7617.02]  Mas depois que acaba, cara,
[7617.02:7619.02]  acabou o colégio acabou, bicho.
[7619.02:7620.02]  Acabou, entendeu?
[7620.02:7621.02]  Se não me jorei a piorar, né,
[7621.02:7622.02]  a piorar.
[7622.02:7623.02]  Ah, não, foi mais tranquilo.
[7623.02:7625.02]  Mas o fundamental mesmo.
[7625.02:7626.02]  cliente.
[7626.02:7627.02]  Eu pessoal cascava na cabeça, né.
[7628.02:7631.02]  Na época, foi muito ruim, foi uma coisa pesadero.
[7631.02:7633.02]  Mas hoje eu volto, olha, para trás, e faz assim porra, cara.
[7633.02:7634.02]  Eu sou até meio grato, porque porra,
[7634.02:7637.02]  se eu não tivesse passado por isso, igual a uma coisa que eu estava falando.
[7637.02:7639.02]  Hoje eu tenho patia, cara.
[7639.02:7642.02]  Porque eu sei o que é, sofre uma humilhação social.
[7642.02:7645.02]  Então, eu estou num rolê, por exemplo, porque eu vejo que alguém tá desconfortável.
[7645.02:7648.02]  Eu tenho patia para aquela pessoa, não vou querer desconfortar ela.
[7648.02:7650.02]  Eu vou querer incluir ela.
[7650.02:7652.02]  Eu vou querer conversar com ela.
[7652.02:7655.02]  Eu tenho uma empatia que eu vejo que as pessoas normalmente não têm.
[7655.02:7659.02]  Peloas pessoas, porque não sofreram uma parada de humilhação social mesmo.
[7659.02:7660.02]  Não sabe o que aquilo tem.
[7660.02:7662.02]  Não sabe qual que é a sensação.
[7662.02:7664.02]  Então, eu sei o que é você ser meio excluído.
[7664.02:7666.02]  Eu sei o que é você ficar meio isolado.
[7666.02:7669.02]  Então, eu joutei em patia de incluir a pessoa, de falar com a pessoa.
[7669.02:7670.02]  Se eu estou num rolê que a pessoa tá...
[7670.02:7672.02]  Não tá incluída.
[7672.02:7674.02]  Eu tenho um tato maior, entendeu?
[7674.02:7676.02]  Então, isso me ajuda para caramba, cara.
[7676.02:7678.02]  Você tem um tato com as pessoas assim.
[7678.02:7680.02]  Isso aí, com certeza, eu sou...
[7680.02:7682.02]  É mérito, eu sou grato, dessa época, itra.
[7682.02:7684.02]  Eu posso ter um vídeo que eu falo sobre isso.
[7684.02:7687.02]  Esse vídeo que eu postei, eu precisamos conversar.
[7687.02:7690.02]  Eu não pegou tanta viuna, pegou uns dois milhão de viúas.
[7690.02:7691.02]  Olha, vai se foder, cara.
[7691.02:7693.02]  Você viu para caralho.
[7693.02:7694.02]  Isso é viu para caralho.
[7694.02:7696.02]  Ah sim, mas, assim...
[7696.02:7697.02]  É viu, é viu para caralho, com certeza.
[7697.02:7699.02]  Mas, assim, o impacto que ele teve...
[7699.02:7701.02]  Eu vejo muita gente fazer assim, caralho.
[7701.02:7703.02]  Eu tomei ajudou para porco esse vídeo, cara.
[7703.02:7706.02]  Não me ajudou para porco, porque você tocou no problema que eu tenho,
[7706.02:7708.02]  que eu nem sabia de alugar e que eu tenho esse problema, cara.
[7708.02:7710.02]  Porque eu sou um cara sozinho e eu me sento mal.
[7710.02:7712.02]  É o sentimento que você se sozinho.
[7712.02:7715.02]  E eu senti mais de você se senti culpado para o seu sozinho.
[7715.02:7716.02]  Trigado, e eu falei mano.
[7716.02:7719.02]  Basicamente, naquele vídeo, você é sozinho, tá tudo bem.
[7719.02:7721.02]  Descarflocar isso, me ajudou do nível que você não tá ligado.
[7721.02:7723.02]  Tipo, assim, me curou de uma depressão, porque a pressão...
[7723.02:7725.02]  E eu acredito quando a pessoa fala que tipo, assim,
[7725.02:7727.02]  pô, o seu conteúdo no clodo da depressão.
[7727.02:7729.02]  Tem gente que não acredita, eu acredito, cara.
[7729.02:7731.02]  Porque eu já tive essa relação com o seu conteúdo.
[7731.02:7732.02]  É mesmo.
[7732.02:7736.02]  Pô, às vezes eu tava mal para caralho, uma série me ajudava no nível absurdo.
[7736.02:7739.02]  Um filme, mas dá no nível absurdo, ajudar a superar.
[7739.02:7741.02]  Então, eu acredito quando a pessoa fala isso para mim.
[7741.02:7743.02]  De você, mano, você mais dá por cá, que é tudo bem.
[7743.02:7746.02]  Música também, qualquer arte, tá ligado?
[7746.02:7747.02]  Qualquer conteúdo, assim.
[7747.02:7750.02]  Então, é um vídeo que tocou nas pessoas, porque eu fui sincero
[7750.02:7752.02]  e falo uma parada, tipo, assim, cara.
[7752.02:7755.02]  Eu realmente sento isso e uma parada aqui, tipo, assim,
[7755.02:7758.02]  eu tive empatia de falar com as pessoas que sente uma parada
[7758.02:7759.02]  que é parecida com o que eu senti.
[7759.02:7764.02]  O que que escolheu esse momento para aquele momento?
[7764.02:7765.02]  Um momento que você solte o vídeo?
[7765.02:7767.02]  Por que que eu escolhei esse momento para falar sobre isso?
[7767.02:7770.02]  Ah, porque eu não tinha vídeo para passar uma semana, né?
[7771.02:7774.02]  Isso era mais fácil de fazer, que não tinha corte, não tinha edição.
[7774.02:7776.02]  É, não, tô brincando.
[7776.02:7779.02]  É um pouco disso, mas foi porque sei lá, cara, em algum momento,
[7779.02:7781.02]  eu fiquei com vontade de falar para ele por retor.
[7781.02:7784.02]  Eu faço muito humor, eu brinco muito, mas eu não falo muito sério,
[7784.02:7786.02]  eu não falo muita minha visão das coisas.
[7786.02:7789.02]  Esse vídeo é um momento que eu vou me deixar mais de mim aqui, entendeu?
[7789.02:7792.02]  E das live também é um lugar que eu posso deixar mais de mim aqui no flow,
[7792.02:7794.02]  posso deixar um pouco mais de mim.
[7794.02:7797.02]  Mas os vídeos, cara, você tem 10 minutos ali para apresentar a tua melhor versão.
[7798.02:7801.02]  Não vai ter como deixar um lado muito bacana de mim, eu vou ter que começar,
[7801.02:7803.02]  você quer ter muito bacana, mas muito profundo, entendeu?
[7803.02:7806.02]  Eu vou colocar um humor ali, vou colocar a parada que eu gosto para fazer,
[7806.02:7808.02]  fazer que ele faz as outras pessoas rir, né?
[7808.02:7812.02]  Um parada que desde, tipo, pequeno, eu sinto que eu tive mais facilidade,
[7812.02:7813.02]  então um parada que eu vou fazer.
[7813.02:7816.02]  Era o jeito que tu lidava com as outras pessoas, era fazendo a lagínica.
[7816.02:7819.02]  É, o que que é interessante, porque assim, tu não gosto de pessoas,
[7819.02:7821.02]  mas tu gosta de fazer a lagínica.
[7821.02:7826.02]  Então eu gosto de pessoas, só eu tô com o sei lá, cara, eu sou um cara meio que eu prefiro ficar sozinho, entendeu?
[7826.02:7827.02]  Eu tô com gosto, pessoal.
[7827.02:7830.02]  Aqui eu tô me sentindo no epacardelo, que eu cheguei a me sentindo no epacardelo,
[7830.02:7831.02]  mas você não tem que ser um epacardelo, né?
[7831.02:7832.02]  Aqui é bom, cara.
[7832.02:7837.02]  E daí, mais para assim, antes de vim, eu estava bastante convordado,
[7837.02:7838.02]  então eu só dico...
[7840.02:7842.02]  A parada assim, entendeu?
[7842.02:7843.02]  Eu vou colocar.
[7843.02:7844.02]  Sensacional, cara.
[7844.02:7846.02]  Sinto isso com alguma frequência também.
[7846.02:7849.02]  Às vezes eu chegue em lugares que assim, antes de sair de casa,
[7849.02:7852.02]  eu vou ter que sair de casa, eu vou ter que entrar,
[7852.02:7854.02]  eu vou chegar na manheiro, paguei, muda tudo.
[7854.02:7855.02]  Que legal!
[7855.02:7856.02]  Aqui é maneiro.
[7856.02:7858.02]  A vida é toda assim, cara.
[7858.02:7859.02]  É maior, é do...
[7859.02:7860.02]  Bom, fica quieto.
[7860.02:7861.02]  A vida é um pouco assim, cara.
[7861.02:7864.02]  Foda quando eu tenho uma surpresa, para mim, o pior...
[7864.02:7866.02]  Eu não gosto muito de surpresa, não lhe do bem, eu sou surpresa.
[7866.02:7867.02]  Ah, eu odeio também, cara.
[7867.02:7869.02]  Pessoal, acho que vai ser legal, né?
[7869.02:7870.02]  A pronta...
[7870.02:7871.02]  Não é legal, ou sei, cara.
[7871.02:7872.02]  Não é legal, cara, por favor.
[7872.02:7874.02]  Às vezes até sem querer, eu acho.
[7874.02:7875.02]  Ah, legal, né?
[7875.02:7877.02]  Mas, por exemplo,
[7877.02:7881.02]  às vezes eu saio para fazer alguma coisa,
[7881.02:7883.02]  e chega lá, é uma festa.
[7883.02:7887.02]  É uma festa, é tipo, cara, a jurava, foi...
[7887.02:7889.02]  Festa surpresa, né, cara.
[7889.02:7890.02]  Festa surpresa.
[7890.02:7893.02]  E, às vezes, é uma festa surpresa que não é nem para a tua,
[7893.02:7895.02]  é só uma festa surpresa, sei lá.
[7895.02:7897.02]  Ah, não, isso não aconteceu, não, cara.
[7897.02:7899.02]  Você não rolê e tem uma festa surpresa, não aconteceu.
[7899.02:7901.02]  Não aconteceu, cara.
[7901.02:7904.02]  Cara, que merda, se fudeu, hein, pô.
[7904.02:7906.02]  Se fudeu, cara, de merda.
[7906.02:7908.02]  Só o pior parte não, se fudeu.
[7908.02:7909.02]  A festa nem é para tudo, fudeu.
